vendorID,passengerCount,tripDistance,totalAmount,puYear,puMonth,month_num,day_of_month,day_of_week,hour_of_day
2,1,0.74,5.8,2015,8,8,27,3,15
1,1,1.3,9.96,2015,8,8,24,0,17
2,1,1.7,8.8,2015,8,8,20,3,23
2,1,6.17,25.8,2015,8,8,11,1,11
2,1,1.04,6.8,2015,8,8,12,2,6
2,4,0.33,4.3,2015,8,8,26,2,14
1,1,1.9,11.15,2015,8,8,11,1,20
2,1,2.28,11.8,2015,8,8,9,6,23
2,1,6.04,21.8,2015,8,8,13,3,10
2,3,2.39,12.8,2015,8,8,16,6,16
2,1,1.63,10.8,2015,8,8,30,6,20
1,1,2.2,13.55,2015,8,8,28,4,11
2,1,3.68,13.3,2015,8,8,20,3,5
2,1,1.18,10.3,2015,8,8,20,3,20
2,1,3.4,14.8,2015,8,8,27,3,18
2,1,4.38,19.56,2015,8,8,4,1,23
2,1,0.7,6.8,2015,8,8,21,4,11
2,1,1.25,7.56,2015,8,8,1,5,7
2,1,0.77,6.3,2015,8,8,13,3,19
1,1,2.6,12.8,2015,8,8,24,0,8
2,3,4.52,20.3,2015,8,8,30,6,18
2,1,2.17,15.96,2015,8,8,19,2,21
2,1,3.03,16.56,2015,8,8,15,5,14
2,1,1.0,6.8,2015,8,8,8,5,13
1,1,2.8,16.55,2015,8,8,6,3,18
2,1,1.33,9.8,2015,8,8,26,2,17
2,1,1.06,7.3,2015,8,8,9,6,11
2,6,0.73,6.3,2015,8,8,14,4,12
2,1,12.45,40.8,2015,8,8,9,6,17
2,1,4.13,17.3,2015,8,8,11,1,9
2,1,2.27,13.8,2015,8,8,21,4,16
2,1,4.07,18.3,2015,8,8,7,4,18
2,5,4.96,21.3,2015,8,8,23,6,11
2,1,0.82,6.3,2015,8,8,26,2,22
2,1,0.58,5.8,2015,8,8,14,4,21
2,1,3.06,15.96,2015,8,8,19,2,9
2,1,5.1,18.8,2015,8,8,1,5,23
2,2,1.81,10.3,2015,8,8,14,4,17
2,1,0.93,6.8,2015,8,8,1,5,1
1,1,3.6,16.3,2015,8,8,19,2,14
2,1,2.09,11.3,2015,8,8,2,6,23
2,1,1.41,7.8,2015,8,8,30,6,2
1,1,1.0,9.35,2015,8,8,24,0,18
2,1,0.84,7.8,2015,8,8,15,5,0
2,1,1.15,8.76,2015,8,8,8,5,19
2,5,2.64,16.0,2015,8,8,24,0,19
2,1,0.89,7.56,2015,8,8,7,4,22
1,1,13.5,46.3,2015,8,8,27,3,22
2,6,5.02,20.8,2015,8,8,16,6,2
1,1,2.2,9.3,2015,8,8,18,1,13
2,3,0.54,6.36,2015,8,8,12,2,15
2,1,2.87,15.96,2015,8,8,18,1,23
2,1,3.05,15.96,2015,8,8,23,6,23
2,5,0.87,7.8,2015,8,8,21,4,20
2,1,1.29,7.3,2015,8,8,8,5,10
2,1,1.06,7.3,2015,8,8,16,6,1
2,1,5.98,28.3,2015,8,8,14,4,15
2,2,5.07,22.56,2015,8,8,23,6,5
2,1,1.2,7.3,2015,8,8,15,5,22
1,1,2.6,13.3,2015,8,8,9,6,18
1,3,3.0,14.8,2015,8,8,2,6,13
2,1,5.11,20.8,2015,8,8,18,1,19
2,2,0.26,4.3,2015,8,8,28,4,13
2,1,3.3,15.96,2015,8,8,19,2,23
1,1,20.0,55.3,2015,8,8,12,2,20
2,5,2.84,19.75,2015,8,8,22,5,16
2,1,5.14,20.8,2015,8,8,15,5,1
2,1,2.49,13.3,2015,8,8,6,3,23
2,1,2.22,12.8,2015,8,8,24,0,16
2,1,12.75,7.5,2015,8,8,29,5,8
2,5,2.84,14.8,2015,8,8,29,5,21
1,1,1.2,8.3,2015,8,8,26,2,20
2,1,1.15,8.8,2015,8,8,27,3,13
2,1,9.4,41.99,2015,8,8,27,3,8
2,1,0.71,5.3,2015,8,8,24,0,7
1,1,0.4,6.8,2015,8,8,14,4,17
2,1,4.06,15.8,2015,8,8,17,0,6
2,2,0.96,6.3,2015,8,8,25,1,13
2,1,4.58,23.79,2015,8,8,16,6,20
1,1,4.3,21.95,2015,8,8,8,5,15
1,1,0.9,6.3,2015,8,8,1,5,2
2,1,5.42,23.8,2015,8,8,1,5,20
2,1,5.65,27.8,2015,8,8,4,1,21
2,1,2.86,17.25,2015,8,8,10,0,21
2,2,4.35,21.0,2015,8,8,12,2,0
2,1,2.27,11.3,2015,8,8,22,5,15
1,1,0.8,6.3,2015,8,8,14,4,13
2,1,1.03,7.3,2015,8,8,11,1,20
2,1,5.76,24.96,2015,8,8,16,6,17
1,1,2.5,13.8,2015,8,8,12,2,15
1,1,1.8,10.3,2015,8,8,28,4,23
2,1,0.92,6.8,2015,8,8,9,6,4
2,1,1.69,8.3,2015,8,8,28,4,11
2,1,4.15,16.3,2015,8,8,4,1,21
2,1,1.0,7.3,2015,8,8,11,1,16
2,1,2.19,11.3,2015,8,8,29,5,1
2,1,2.79,16.8,2015,8,8,21,4,15
1,1,8.7,37.8,2015,8,8,12,2,10
2,1,1.24,8.3,2015,8,8,14,4,19
2,1,2.79,11.8,2015,8,8,21,4,22
2,1,5.29,27.36,2015,8,8,9,6,20
1,1,2.3,10.8,2015,8,8,23,6,2
2,1,1.34,7.8,2015,8,8,14,4,8
2,5,1.85,8.8,2015,8,8,28,4,15
2,2,4.92,17.3,2015,8,8,22,5,2
2,1,4.79,19.8,2015,8,8,1,5,22
1,1,3.2,19.3,2015,8,8,14,4,15
2,1,5.3,27.3,2015,8,8,6,3,20
2,1,0.64,5.88,2015,8,8,7,4,0
2,1,1.59,11.3,2015,8,8,25,1,14
2,1,1.45,8.3,2015,8,8,2,6,2
1,1,3.7,20.15,2015,8,8,14,4,8
2,1,0.56,6.96,2015,8,8,3,0,23
2,6,1.32,9.36,2015,8,8,29,5,19
2,1,3.23,16.56,2015,8,8,26,2,0
2,5,1.78,8.8,2015,8,8,9,6,2
2,6,0.97,5.8,2015,8,8,28,4,15
1,1,3.2,12.8,2015,8,8,27,3,10
2,1,1.16,8.3,2015,8,8,3,0,18
1,1,0.9,7.8,2015,8,8,20,3,14
2,1,6.13,20.3,2015,8,8,16,6,22
2,1,0.7,9.36,2015,8,8,8,5,18
2,1,14.96,45.3,2015,8,8,16,6,3
2,1,0.84,7.56,2015,8,8,23,6,19
2,6,2.2,11.8,2015,8,8,11,1,9
2,1,1.93,10.8,2015,8,8,3,0,10
2,1,17.09,72.92,2015,8,8,30,6,9
2,1,11.58,41.76,2015,8,8,3,0,23
2,1,2.69,13.8,2015,8,8,15,5,17
1,4,1.9,11.3,2015,8,8,5,2,18
2,1,2.84,12.8,2015,8,8,30,6,13
2,1,2.02,12.36,2015,8,8,8,5,10
2,2,5.31,27.8,2015,8,8,25,1,18
2,1,1.22,9.96,2015,8,8,22,5,0
2,1,1.84,9.8,2015,8,8,3,0,7
2,1,0.9,6.3,2015,8,8,29,5,18
2,1,4.1,20.8,2015,8,8,18,1,17
1,1,6.0,21.3,2015,8,8,16,6,14
1,1,0.8,6.3,2015,8,8,23,6,2
2,1,1.02,9.3,2015,8,8,9,6,20
2,1,2.77,13.3,2015,8,8,16,6,3
2,1,1.23,10.38,2015,8,8,11,1,10
2,1,5.54,19.8,2015,8,8,27,3,15
2,1,0.79,7.56,2015,8,8,15,5,15
2,1,1.79,8.8,2015,8,8,30,6,7
2,1,1.23,7.8,2015,8,8,29,5,23
2,1,0.99,9.96,2015,8,8,10,0,19
1,1,2.7,11.3,2015,8,8,2,6,11
2,3,1.4,7.8,2015,8,8,19,2,10
2,1,1.13,7.3,2015,8,8,18,1,18
1,1,5.0,21.8,2015,8,8,7,4,17
2,1,1.53,10.3,2015,8,8,28,4,19
1,1,2.3,10.8,2015,8,8,8,5,21
2,1,4.71,23.5,2015,8,8,18,1,22
2,1,0.79,6.3,2015,8,8,19,2,11
2,1,1.36,7.3,2015,8,8,23,6,17
2,1,3.86,15.8,2015,8,8,7,4,17
2,1,0.79,6.3,2015,8,8,21,4,10
2,1,2.36,10.8,2015,8,8,26,2,21
2,1,1.23,7.8,2015,8,8,22,5,1
1,1,2.3,10.3,2015,8,8,18,1,5
1,1,3.4,14.3,2015,8,8,15,5,15
2,1,0.91,6.3,2015,8,8,26,2,9
2,1,4.12,14.8,2015,8,8,8,5,22
1,1,1.8,9.3,2015,8,8,26,2,11
2,1,0.93,11.8,2015,8,8,20,3,18
2,5,2.29,13.8,2015,8,8,7,4,19
1,1,1.4,9.3,2015,8,8,28,4,1
2,1,2.3,10.3,2015,8,8,6,3,15
1,2,1.8,10.0,2015,8,8,26,2,21
2,1,8.43,34.56,2015,8,8,2,6,6
1,3,0.6,6.2,2015,8,8,6,3,8
2,1,4.84,20.3,2015,8,8,2,6,17
2,5,0.5,4.8,2015,8,8,8,5,18
2,1,0.62,5.8,2015,8,8,29,5,15
2,1,4.15,18.3,2015,8,8,16,6,17
2,1,4.85,19.8,2015,8,8,24,0,11
2,1,3.48,17.8,2015,8,8,7,4,16
2,1,1.76,10.3,2015,8,8,2,6,2
2,6,1.37,11.3,2015,8,8,4,1,17
2,1,2.01,11.8,2015,8,8,18,1,22
2,3,1.74,10.3,2015,8,8,30,6,2
2,1,1.67,11.8,2015,8,8,5,2,22
2,1,0.83,7.8,2015,8,8,20,3,9
2,1,0.6,6.96,2015,8,8,10,0,1
2,1,2.21,12.8,2015,8,8,26,2,19
2,1,3.16,14.3,2015,8,8,5,2,10
2,1,3.5,22.25,2015,8,8,28,4,22
2,1,0.86,6.3,2015,8,8,22,5,11
2,1,1.25,7.8,2015,8,8,16,6,1
1,1,1.0,7.8,2015,8,8,23,6,1
2,1,1.07,10.3,2015,8,8,14,4,10
2,1,1.77,14.16,2015,8,8,26,2,18
2,4,0.86,5.8,2015,8,8,8,5,12
2,2,3.11,16.56,2015,8,8,27,3,23
2,1,2.69,11.8,2015,8,8,8,5,21
1,1,8.8,27.8,2015,8,8,2,6,1
2,1,2.88,18.3,2015,8,8,13,3,17
2,1,0.36,4.8,2015,8,8,14,4,23
2,1,1.29,7.8,2015,8,8,4,1,15
1,1,0.8,6.8,2015,8,8,23,6,21
1,1,2.5,14.75,2015,8,8,17,0,10
2,1,1.55,12.3,2015,8,8,6,3,18
1,1,9.1,36.0,2015,8,8,13,3,10
2,2,2.18,9.0,2015,8,8,6,3,18
1,1,0.5,5.75,2015,8,8,15,5,23
2,1,4.48,18.8,2015,8,8,25,1,10
1,1,1.3,7.8,2015,8,8,8,5,14
2,1,9.8,35.8,2015,8,8,26,2,20
2,1,0.94,5.8,2015,8,8,1,5,20
2,1,1.07,8.76,2015,8,8,4,1,23
2,1,6.44,31.56,2015,8,8,6,3,23
2,1,2.04,10.8,2015,8,8,30,6,23
2,1,1.76,9.8,2015,8,8,13,3,14
2,1,1.44,12.36,2015,8,8,29,5,21
2,1,4.02,14.8,2015,8,8,16,6,18
2,1,1.32,7.3,2015,8,8,12,2,14
2,1,1.95,10.3,2015,8,8,21,4,1
2,1,1.05,8.3,2015,8,8,22,5,0
2,3,1.46,10.56,2015,8,8,20,3,21
2,5,5.73,22.56,2015,8,8,2,6,12
1,1,3.2,17.75,2015,8,8,25,1,14
1,1,1.8,13.8,2015,8,8,21,4,10
1,1,5.2,18.8,2015,8,8,26,2,23
2,2,0.78,4.8,2015,8,8,8,5,11
2,2,1.51,10.0,2015,8,8,17,0,21
2,1,1.08,7.0,2015,8,8,29,5,21
2,1,0.86,8.5,2015,8,8,13,3,9
1,1,1.8,8.3,2015,8,8,3,0,22
1,1,1.0,6.8,2015,8,8,11,1,12
2,1,0.84,7.8,2015,8,8,21,4,17
2,1,6.43,28.3,2015,8,8,22,5,23
1,1,1.8,10.3,2015,8,8,2,6,0
1,1,2.4,17.75,2015,8,8,27,3,4
2,1,0.68,5.8,2015,8,8,15,5,17
1,2,5.3,20.8,2015,8,8,9,6,3
2,1,6.98,33.84,2015,8,8,3,0,10
2,1,7.5,38.16,2015,8,8,6,3,23
2,1,1.94,10.8,2015,8,8,16,6,13
2,1,3.24,14.8,2015,8,8,17,0,18
2,1,1.17,9.36,2015,8,8,18,1,18
1,1,0.8,7.8,2015,8,8,4,1,16
2,1,5.8,19.8,2015,8,8,18,1,3
2,1,2.31,11.8,2015,8,8,15,5,21
1,1,1.3,8.0,2015,8,8,2,6,16
2,1,0.56,4.8,2015,8,8,26,2,15
2,1,4.67,20.3,2015,8,8,22,5,15
2,1,9.71,32.3,2015,8,8,12,2,20
2,2,2.37,14.16,2015,8,8,12,2,22
2,1,1.15,9.3,2015,8,8,6,3,16
2,1,3.2,13.8,2015,8,8,18,1,16
2,1,4.3,18.3,2015,8,8,29,5,6
2,1,8.38,28.3,2015,8,8,8,5,21
2,1,0.65,5.8,2015,8,8,1,5,18
2,2,1.9,10.3,2015,8,8,1,5,15
2,1,1.16,8.3,2015,8,8,25,1,18
2,1,4.46,23.5,2015,8,8,27,3,22
2,5,1.69,10.56,2015,8,8,2,6,12
2,1,1.32,7.8,2015,8,8,8,5,16
2,1,0.63,4.8,2015,8,8,21,4,13
2,1,1.45,11.76,2015,8,8,10,0,17
2,5,5.69,26.0,2015,8,8,18,1,11
1,1,0.7,6.3,2015,8,8,5,2,0
2,2,2.05,12.09,2015,8,8,9,6,13
1,2,4.7,16.8,2015,8,8,16,6,12
2,1,3.44,15.8,2015,8,8,6,3,19
2,1,0.43,7.8,2015,8,8,21,4,18
2,1,2.92,17.76,2015,8,8,14,4,12
2,1,6.61,36.0,2015,8,8,12,2,23
2,1,0.65,7.25,2015,8,8,29,5,0
2,1,1.69,8.8,2015,8,8,17,0,23
1,1,2.7,17.85,2015,8,8,7,4,16
2,1,2.36,17.3,2015,8,8,26,2,18
2,1,2.66,13.8,2015,8,8,15,5,1
2,1,3.66,15.8,2015,8,8,15,5,21
1,1,8.2,3.8,2015,8,8,26,2,22
2,1,0.35,4.8,2015,8,8,29,5,10
2,5,1.92,10.3,2015,8,8,3,0,15
2,1,4.73,23.76,2015,8,8,26,2,7
2,1,1.06,6.8,2015,8,8,29,5,5
2,1,4.69,21.3,2015,8,8,8,5,21
1,1,2.3,10.3,2015,8,8,6,3,1
2,1,6.06,20.3,2015,8,8,13,3,21
2,1,1.06,7.8,2015,8,8,29,5,21
2,1,1.5,9.13,2015,8,8,19,2,14
2,1,4.28,17.3,2015,8,8,15,5,23
2,1,0.79,7.3,2015,8,8,22,5,20
2,1,4.0,16.3,2015,8,8,24,0,22
2,1,4.78,15.0,2015,8,8,2,6,23
2,1,2.74,15.36,2015,8,8,6,3,22
2,1,2.72,14.8,2015,8,8,29,5,23
2,1,7.0,32.13,2015,8,8,5,2,15
1,2,2.1,9.3,2015,8,8,11,1,8
2,1,19.04,57.3,2015,8,8,16,6,5
2,1,1.54,11.3,2015,8,8,21,4,10
2,5,1.68,10.3,2015,8,8,14,4,21
2,1,7.22,28.84,2015,8,8,16,6,9
1,1,2.8,16.6,2015,8,8,13,3,18
2,1,0.89,6.8,2015,8,8,30,6,12
2,1,6.91,27.88,2015,8,8,19,2,21
2,1,2.11,12.3,2015,8,8,28,4,14
2,5,1.37,8.8,2015,8,8,21,4,23
1,1,1.4,7.8,2015,8,8,22,5,6
2,2,3.3,14.3,2015,8,8,25,1,13
2,1,2.14,11.3,2015,8,8,26,2,9
2,1,0.85,6.3,2015,8,8,10,0,11
2,1,1.0,7.3,2015,8,8,19,2,14
2,2,4.18,18.3,2015,8,8,8,5,0
2,1,0.76,6.38,2015,8,8,28,4,9
1,1,4.0,19.55,2015,8,8,4,1,18
2,1,3.16,15.96,2015,8,8,1,5,19
2,1,7.83,33.96,2015,8,8,16,6,2
2,1,3.39,17.8,2015,8,8,30,6,22
2,1,1.58,8.3,2015,8,8,13,3,0
2,2,3.89,26.0,2015,8,8,14,4,12
2,4,0.98,7.8,2015,8,8,30,6,21
1,1,1.6,10.3,2015,8,8,6,3,21
2,1,1.51,10.56,2015,8,8,25,1,18
2,5,1.49,12.3,2015,8,8,27,3,18
1,1,4.3,18.3,2015,8,8,23,6,15
2,1,2.48,13.56,2015,8,8,23,6,17
1,1,13.3,46.3,2015,8,8,17,0,9
2,4,2.32,13.8,2015,8,8,23,6,20
2,1,2.9,11.3,2015,8,8,14,4,3
2,1,6.13,29.0,2015,8,8,21,4,1
2,1,6.4,26.8,2015,8,8,5,2,8
2,1,1.84,8.8,2015,8,8,20,3,6
2,1,4.77,24.12,2015,8,8,16,6,23
2,1,0.37,6.36,2015,8,8,25,1,16
2,1,5.99,21.8,2015,8,8,3,0,23
2,1,5.85,27.34,2015,8,8,25,1,10
2,1,5.83,19.3,2015,8,8,8,5,23
2,1,6.23,27.96,2015,8,8,19,2,8
2,1,25.81,83.76,2015,8,8,16,6,3
2,1,4.7,21.36,2015,8,8,19,2,20
2,2,2.88,14.8,2015,8,8,23,6,5
2,1,1.55,9.68,2015,8,8,9,6,5
2,1,8.52,28.8,2015,8,8,4,1,0
2,1,0.79,5.8,2015,8,8,5,2,11
1,1,1.3,8.8,2015,8,8,24,0,19
2,1,0.74,6.3,2015,8,8,2,6,20
2,5,0.87,5.8,2015,8,8,29,5,16
2,2,0.56,6.89,2015,8,8,21,4,8
2,1,2.64,11.3,2015,8,8,13,3,8
2,1,3.76,13.3,2015,8,8,1,5,23
2,1,3.63,17.94,2015,8,8,20,3,2
2,5,3.71,20.38,2015,8,8,30,6,1
2,1,4.26,17.3,2015,8,8,6,3,14
2,1,0.79,6.96,2015,8,8,4,1,20
2,1,2.31,10.8,2015,8,8,1,5,3
2,1,3.11,21.68,2015,8,8,22,5,0
2,1,1.33,8.8,2015,8,8,1,5,18
2,1,0.73,7.3,2015,8,8,22,5,0
2,1,5.65,19.8,2015,8,8,2,6,6
2,1,1.56,8.3,2015,8,8,25,1,2
2,1,2.28,10.8,2015,8,8,23,6,15
2,1,1.43,7.8,2015,8,8,9,6,16
2,5,9.44,37.25,2015,8,8,14,4,1
2,1,4.7,18.8,2015,8,8,25,1,19
2,1,1.81,9.8,2015,8,8,29,5,22
2,1,3.61,20.54,2015,8,8,19,2,14
2,6,5.63,23.76,2015,8,8,26,2,9
2,1,2.63,14.69,2015,8,8,15,5,19
2,6,5.57,20.3,2015,8,8,19,2,18
2,1,6.81,29.3,2015,8,8,17,0,17
2,5,1.55,7.3,2015,8,8,1,5,14
2,1,2.25,14.69,2015,8,8,9,6,1
2,1,20.16,61.0,2015,8,8,23,6,2
1,1,0.4,5.3,2015,8,8,15,5,20
2,2,3.36,13.8,2015,8,8,16,6,10
2,1,5.62,23.3,2015,8,8,9,6,2
2,1,0.73,6.8,2015,8,8,23,6,0
1,2,1.3,11.75,2015,8,8,30,6,18
1,2,0.3,4.8,2015,8,8,29,5,2
2,1,1.41,7.8,2015,8,8,26,2,9
1,1,1.6,9.8,2015,8,8,30,6,11
2,1,6.04,25.38,2015,8,8,16,6,21
2,1,0.91,6.8,2015,8,8,1,5,11
2,1,1.81,9.3,2015,8,8,21,4,9
2,1,3.34,15.8,2015,8,8,9,6,0
2,1,0.57,6.36,2015,8,8,24,0,7
2,2,0.74,6.96,2015,8,8,27,3,0
2,1,1.36,7.8,2015,8,8,26,2,20
2,1,0.76,5.3,2015,8,8,10,0,14
1,1,0.6,5.3,2015,8,8,12,2,6
1,1,0.6,6.3,2015,8,8,12,2,16
2,1,3.64,14.8,2015,8,8,23,6,4
2,1,5.8,21.3,2015,8,8,17,0,15
2,1,2.5,11.8,2015,8,8,22,5,18
2,1,1.79,10.8,2015,8,8,21,4,15
2,5,2.24,13.5,2015,8,8,19,2,14
2,6,0.75,5.3,2015,8,8,23,6,10
2,1,0.4,5.3,2015,8,8,6,3,18
2,1,1.55,9.3,2015,8,8,13,3,21
1,4,0.8,6.8,2015,8,8,29,5,18
1,1,2.3,11.3,2015,8,8,14,4,20
2,5,5.41,31.0,2015,8,8,6,3,20
1,3,1.5,9.3,2015,8,8,5,2,14
1,2,8.5,33.95,2015,8,8,16,6,21
2,2,4.14,18.8,2015,8,8,13,3,10
1,1,1.3,8.3,2015,8,8,10,0,0
2,1,0.54,6.36,2015,8,8,27,3,6
2,1,0.49,6.8,2015,8,8,28,4,21
2,1,2.34,15.1,2015,8,8,7,4,15
2,5,1.25,11.76,2015,8,8,14,4,17
2,1,1.17,9.36,2015,8,8,8,5,22
2,1,2.61,15.36,2015,8,8,3,0,10
2,1,12.62,53.76,2015,8,8,16,6,15
2,1,2.21,12.8,2015,8,8,17,0,22
2,1,0.45,5.3,2015,8,8,17,0,16
2,1,0.35,4.8,2015,8,8,23,6,0
2,1,2.23,15.38,2015,8,8,19,2,10
2,1,5.02,17.8,2015,8,8,2,6,6
1,1,1.6,10.55,2015,8,8,11,1,12
2,1,3.33,14.3,2015,8,8,9,6,12
1,2,3.0,14.75,2015,8,8,1,5,12
2,1,1.5,9.3,2015,8,8,14,4,22
2,1,1.21,7.3,2015,8,8,29,5,17
2,1,1.25,8.3,2015,8,8,3,0,17
1,2,10.1,43.55,2015,8,8,15,5,8
2,1,2.62,14.76,2015,8,8,22,5,3
2,1,4.75,19.8,2015,8,8,3,0,2
2,1,1.1,9.75,2015,8,8,26,2,19
2,1,19.51,84.24,2015,8,8,2,6,13
2,1,2.99,12.8,2015,8,8,8,5,14
2,1,1.58,11.62,2015,8,8,13,3,22
2,1,2.71,14.3,2015,8,8,29,5,22
2,1,1.34,6.3,2015,8,8,13,3,11
2,1,4.09,16.3,2015,8,8,18,1,22
2,1,2.28,13.56,2015,8,8,21,4,20
1,1,4.3,18.8,2015,8,8,29,5,21
2,1,1.59,9.3,2015,8,8,24,0,10
2,1,2.06,11.3,2015,8,8,10,0,0
1,1,4.2,17.8,2015,8,8,7,4,7
2,1,0.49,4.8,2015,8,8,19,2,8
2,6,2.27,11.8,2015,8,8,23,6,22
2,1,0.97,6.8,2015,8,8,3,0,12
2,1,0.56,5.8,2015,8,8,17,0,7
2,1,2.37,10.8,2015,8,8,30,6,11
2,2,1.81,10.8,2015,8,8,17,0,15
2,1,26.93,101.55,2015,8,8,29,5,15
2,1,5.32,22.8,2015,8,8,9,6,18
2,1,1.78,11.1,2015,8,8,27,3,16
2,1,18.73,65.88,2015,8,8,29,5,12
2,1,1.4,7.8,2015,8,8,30,6,22
2,5,11.39,33.8,2015,8,8,20,3,20
2,1,1.04,6.8,2015,8,8,23,6,14
2,1,2.39,13.56,2015,8,8,17,0,12
2,1,3.79,15.8,2015,8,8,8,5,14
2,1,2.35,11.3,2015,8,8,20,3,1
1,1,1.1,8.15,2015,8,8,15,5,14
2,1,0.63,5.8,2015,8,8,16,6,17
2,4,3.65,16.56,2015,8,8,22,5,22
2,1,1.33,7.3,2015,8,8,10,0,1
2,1,1.86,9.8,2015,8,8,9,6,17
2,1,0.34,5.59,2015,8,8,25,1,12
2,1,4.16,21.96,2015,8,8,20,3,17
2,1,1.82,10.3,2015,8,8,16,6,14
1,1,1.9,3.8,2015,8,8,5,2,5
2,1,1.77,8.8,2015,8,8,9,6,19
2,1,2.13,9.3,2015,8,8,4,1,15
2,1,8.23,27.3,2015,8,8,24,0,22
2,1,5.62,23.3,2015,8,8,4,1,9
2,1,0.95,8.16,2015,8,8,24,0,22
2,1,3.23,18.8,2015,8,8,12,2,20
2,1,0.87,8.8,2015,8,8,28,4,14
2,1,5.73,28.84,2015,8,8,21,4,0
2,1,1.38,11.3,2015,8,8,5,2,17
2,1,0.72,5.8,2015,8,8,26,2,9
2,1,0.97,6.96,2015,8,8,12,2,9
1,1,2.1,11.5,2015,8,8,16,6,21
2,1,2.06,19.97,2015,8,8,9,6,19
1,1,2.2,10.8,2015,8,8,3,0,20
1,1,2.5,15.8,2015,8,8,14,4,19
2,1,1.7,8.8,2015,8,8,16,6,12
2,1,5.0,21.96,2015,8,8,24,0,12
1,1,1.7,9.3,2015,8,8,6,3,23
1,2,2.2,10.8,2015,8,8,4,1,12
2,1,3.63,15.3,2015,8,8,30,6,9
1,1,0.6,6.3,2015,8,8,26,2,8
2,1,1.77,12.96,2015,8,8,12,2,20
2,1,6.29,28.5,2015,8,8,19,2,21
2,1,0.84,5.8,2015,8,8,12,2,15
2,1,0.48,4.8,2015,8,8,26,2,22
1,1,2.6,12.8,2015,8,8,10,0,15
1,3,0.4,4.8,2015,8,8,2,6,13
2,1,3.58,15.3,2015,8,8,10,0,12
1,1,4.4,20.15,2015,8,8,30,6,15
2,1,3.5,21.62,2015,8,8,1,5,7
2,1,1.29,10.8,2015,8,8,30,6,15
2,1,2.41,15.96,2015,8,8,12,2,16
2,1,1.96,12.3,2015,8,8,6,3,18
2,1,4.45,22.3,2015,8,8,6,3,18
2,2,1.21,9.36,2015,8,8,18,1,19
2,1,2.04,12.8,2015,8,8,9,6,23
2,1,2.62,12.3,2015,8,8,29,5,9
2,1,1.72,8.3,2015,8,8,15,5,22
2,1,1.65,9.8,2015,8,8,28,4,18
2,1,2.02,11.16,2015,8,8,8,5,10
2,2,1.8,12.25,2015,8,8,22,5,12
2,1,1.7,11.8,2015,8,8,22,5,19
1,1,1.2,10.3,2015,8,8,6,3,15
1,2,4.2,18.8,2015,8,8,1,5,23
2,5,0.43,5.3,2015,8,8,8,5,14
1,2,8.6,29.3,2015,8,8,7,4,23
2,5,2.28,10.8,2015,8,8,5,2,9
1,1,6.3,23.8,2015,8,8,8,5,17
2,1,1.31,9.3,2015,8,8,22,5,18
2,5,1.33,8.8,2015,8,8,22,5,23
2,2,3.0,13.3,2015,8,8,2,6,5
2,1,2.6,13.8,2015,8,8,29,5,22
1,2,4.2,17.8,2015,8,8,9,6,4
2,1,3.07,16.0,2015,8,8,26,2,1
2,2,5.92,24.3,2015,8,8,21,4,19
1,1,1.1,7.3,2015,8,8,17,0,22
1,1,0.8,6.95,2015,8,8,23,6,0
2,1,5.16,20.55,2015,8,8,20,3,0
2,1,5.08,21.8,2015,8,8,8,5,21
2,1,2.16,12.3,2015,8,8,6,3,12
2,1,2.55,11.8,2015,8,8,6,3,10
2,1,7.23,31.56,2015,8,8,19,2,10
2,1,2.57,10.8,2015,8,8,15,5,21
1,1,1.0,7.8,2015,8,8,8,5,21
2,1,2.23,12.96,2015,8,8,14,4,11
2,1,1.48,9.36,2015,8,8,8,5,17
2,2,1.83,10.3,2015,8,8,17,0,19
1,1,2.5,18.55,2015,8,8,19,2,19
2,1,1.66,10.56,2015,8,8,23,6,17
2,1,2.92,12.8,2015,8,8,3,0,15
2,2,0.42,5.8,2015,8,8,12,2,13
2,1,1.07,8.3,2015,8,8,30,6,18
2,1,2.96,16.3,2015,8,8,3,0,13
2,1,1.39,8.3,2015,8,8,21,4,11
2,4,2.48,8.0,2015,8,8,27,3,20
1,1,2.4,11.8,2015,8,8,24,0,7
2,2,1.06,6.8,2015,8,8,8,5,18
1,1,0.9,6.8,2015,8,8,6,3,14
2,1,1.6,11.16,2015,8,8,21,4,23
2,6,15.65,55.56,2015,8,8,17,0,20
2,1,2.2,17.25,2015,8,8,22,5,20
2,1,1.9,10.3,2015,8,8,25,1,17
2,1,1.02,8.8,2015,8,8,6,3,17
2,1,5.93,22.3,2015,8,8,12,2,8
2,1,0.78,5.3,2015,8,8,3,0,7
2,1,7.82,27.8,2015,8,8,23,6,1
2,1,11.95,41.16,2015,8,8,23,6,3
2,5,1.25,8.76,2015,8,8,19,2,6
2,1,3.3,11.8,2015,8,8,18,1,13
1,2,2.1,14.15,2015,8,8,7,4,13
1,1,0.9,6.8,2015,8,8,19,2,5
2,3,1.21,7.8,2015,8,8,2,6,13
2,1,2.68,16.56,2015,8,8,13,3,14
2,1,1.79,8.3,2015,8,8,1,5,7
2,1,0.65,5.3,2015,8,8,1,5,18
2,1,7.68,24.8,2015,8,8,19,2,8
2,1,3.07,15.3,2015,8,8,27,3,19
2,5,1.14,8.16,2015,8,8,20,3,21
